Scheme_Code,Scheme_Name,AMC,Scheme_Type,Scheme_Category,Scheme_NAV_Name,Scheme_Min_Amt,NAV
130193,Reliance Fixed Horizon Fund - XXVI - Series 30,Nippon Life India Asset Management Limited,Close Ended,Income,Reliance Fixed Horizon Fund - XXVI - Series 30 - Growth Option,Rs 5000 and in multiples of Re. 1 thereafter,13.9314
130194,Reliance Fixed Horizon Fund - XXVI - Series 30,Nippon Life India Asset Management Limited,Close Ended,Income,Reliance Fixed Horizon Fund - XXVI - Series 30 - Direct Plan - Growth Option,Rs 5000 and in multiples of Re. 1 thereafter,14.148
130195,Reliance Fixed Horizon Fund - XXVI - Series 30,Nippon Life India Asset Management Limited,Close Ended,Income,Reliance Fixed Horizon Fund - XXVI - Series 30 - Dividend Payout Option,Rs 5000 and in multiples of Re. 1 thereafter,11.6397
130196,Reliance Fixed Horizon Fund - XXVI - Series 30,Nippon Life India Asset Management Limited,Close Ended,Income,Reliance Fixed Horizon Fund - XXVI - Series 30 - Direct Plan - Dividend Payout Option,Rs 5000 and in multiples of Re. 1 thereafter,11.7218
130205,Edelweiss Arbitrage Fund,Edelweiss Asset Management Limited,Open Ended,Hybrid Scheme - Arbitrage Fund,Edelweiss Arbitrage Fund- Regular Plan- Growth Option,5000,20.6028
130206,Edelweiss Arbitrage Fund,Edelweiss Asset Management Limited,Open Ended,Hybrid Scheme - Arbitrage Fund,Edelweiss Arbitrage Fund- Direct Plan- Growth Option,5000,22.2677
130207,Edelweiss Arbitrage Fund,Edelweiss Asset Management Limited,Open Ended,Hybrid Scheme - Arbitrage Fund,Edelweiss Arbitrage Fund - Regular Plan - IDCW Option,5000,15.1192
130208,Edelweiss Arbitrage Fund,Edelweiss Asset Management Limited,Open Ended,Hybrid Scheme - Arbitrage Fund,Edelweiss Arbitrage Fund- Regular Plan -Bonus Option,5000,20.6856
130209,Edelweiss Arbitrage Fund,Edelweiss Asset Management Limited,Open Ended,Hybrid Scheme - Arbitrage Fund,Edelweiss Arbitrage Fund - Direct Plan - IDCW Option,5000,15.9194
130219,ICICI Prudential Capital Protection Oriented Fund VI - PLAN C - 1825 Days,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Capital Protection Oriented Fund Series VI- 1825 Days Plan C Cumulative Option,5000,14.5695
130220,ICICI Prudential Capital Protection Oriented Fund VI - PLAN C - 1825 Days,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Capital Protection Oriented Fund Series VI -1825 Days Plan C Direct Plan Cumulative Option,5000,15.3491
130221,ICICI Prudential Capital Protection Oriented Fund VI - PLAN C - 1825 Days,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Capital Protection Oriented Fund Series VI- 1825 Days Plan C Direct Plan Dividend option,5000,15.3491
130222,ICICI Prudential Capital Protection Oriented Fund VI - PLAN C - 1825 Days,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Capital Protection Oriented Fund Series VI- 1825 Days Plan C Dividend Option,5000,14.5695
130227,Reliance Fixed Horizon Fund - XXVI - Series 31,Nippon Life India Asset Management Limited,Close Ended,Income,Reliance Fixed Horizon Fund - XXVI - Series 31 - Growth Option,Rs 5000 and in multiples of Re. 1 thereafter,12.8046
130228,Reliance Fixed Horizon Fund - XXVI - Series 31,Nippon Life India Asset Management Limited,Close Ended,Income,Reliance Fixed Horizon Fund - XXVI - Series 31 - Direct Plan - Growth Option,Rs 5000 and in multiples of Re. 1 thereafter,12.843
130229,Reliance Fixed Horizon Fund - XXVI - Series 31,Nippon Life India Asset Management Limited,Close Ended,Income,Reliance Fixed Horizon Fund - XXVI - Series 31 - Direct Plan - Dividend Payout Option,Rs 5000 and in multiples of Re. 1 thereafter,10.0
130230,Reliance Fixed Horizon Fund - XXVI - Series 31,Nippon Life India Asset Management Limited,Close Ended,Income,Reliance Fixed Horizon Fund - XXVI - Series 31 - Dividend Payout Option,Rs 5000 and in multiples of Re. 1 thereafter,10.0
130264,Reliance Fixed Horizon Fund XXVI- Series 32,Nippon Life India Asset Management Limited,Close Ended,Income,Reliance Fixed Horizon Fund XXVI- Series 32- Growth Option,Rs 5000 and in multiples of Re. 1 thereafter,12.8918
130265,Reliance Fixed Horizon Fund XXVI- Series 32,Nippon Life India Asset Management Limited,Close Ended,Income,Reliance Fixed Horizon Fund XXVI- Series 32- Dividend Payout Option,Rs 5000 and in multiples of Re. 1 thereafter,10.0
130266,Reliance Fixed Horizon Fund XXVI- Series 32,Nippon Life India Asset Management Limited,Close Ended,Income,Reliance Fixed Horizon Fund XXVI- Series 32- Direct Plan- Growth Option,Rs 5000 and in multiples of Re. 1 thereafter,13.0877
130267,Reliance Fixed Horizon Fund XXVI- Series 32,Nippon Life India Asset Management Limited,Close Ended,Income,Reliance Fixed Horizon Fund XXVI- Series 32- Direct Plan- Dividend Payout Option,Rs 5000 and in multiples of Re. 1 thereafter,
130309,Axis Credit Risk Fund,Axis Asset Management Co. Ltd.,Open Ended,Debt Scheme - Credit Risk Fund,Axis Credit Risk Fund - Regular Plan - Growth,Rs. 5000 and in multiples of Re. 1/- thereafter,23.2061
130310,Axis Credit Risk Fund,Axis Asset Management Co. Ltd.,Open Ended,Debt Scheme - Credit Risk Fund,Axis Credit Risk Fund - Regular Plan - Weekly IDCW,Rs. 5000 and in multiples of Re. 1/- thereafter,10.1623
130311,Axis Credit Risk Fund,Axis Asset Management Co. Ltd.,Open Ended,Debt Scheme - Credit Risk Fund,Axis Credit Risk Fund - Direct Plan - Weekly IDCW,Rs. 5000 and in multiples of Re. 1/- thereafter,10.3363
130312,Axis Credit Risk Fund,Axis Asset Management Co. Ltd.,Open Ended,Debt Scheme - Credit Risk Fund,Axis Credit Risk Fund - Direct Plan - Monthly IDCW,Rs. 5000 and in multiples of Re. 1/- thereafter,10.2769
130313,Axis Credit Risk Fund,Axis Asset Management Co. Ltd.,Open Ended,Debt Scheme - Credit Risk Fund,Axis Credit Risk Fund - Regular Plan - Monthly IDCW,Rs. 5000 and in multiples of Re. 1/- thereafter,10.2265
130314,Axis Credit Risk Fund,Axis Asset Management Co. Ltd.,Open Ended,Debt Scheme - Credit Risk Fund,Axis Credit Risk Fund - Direct Plan - Growth,Rs. 5000 and in multiples of Re. 1/- thereafter,26.1637
130315,ICICI Prudential Fixed Maturity Plan - Series 74 - 370 Days Plan X,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 74 - 370 Days Plan X Direct Plan Cumulative Option,5000,12.8994
130316,ICICI Prudential Fixed Maturity Plan - Series 74 - 370 Days Plan X,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 74 - 370 Days Plan X Cumulative Option,5000,12.8787
130317,ICICI Prudential Fixed Maturity Plan - Series 74 - 370 Days Plan X,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 74 - 370 Days Plan X Direct Plan Dividend Option,5000,10.6944
130318,ICICI Prudential Fixed Maturity Plan - Series 74 - 370 Days Plan X,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 74 - 370 Days Plan X Dividend Option,5000,12.5777
130329,ICICI Prudential Fixed Maturity Plan - Series 74 - 368 Days Plan Y,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 74 - 368 Days Plan Y Dividend Option,5000,12.5419
130330,ICICI Prudential Fixed Maturity Plan - Series 74 - 368 Days Plan Y,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 74 - 368 Days Plan Y Cumulative Option,5000,12.8363
130331,ICICI Prudential Fixed Maturity Plan - Series 74 - 368 Days Plan Y,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 74 - 368 Days Plan Y Direct Plan Cumulative Option,5000,12.8576
130333,ICICI Prudential Capital Protection Oriented Fund - Series VI - 1100 Days Plan D,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Capital Protection Oriented Fund - Series VI - 1100 Days Plan D Direct Plan Cumulative Option,5000,13.0413
130334,ICICI Prudential Capital Protection Oriented Fund - Series VI - 1100 Days Plan D,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Capital Protection Oriented Fund - Series VI - 1100 Days Plan D Dividend Option,5000,12.5263
130335,ICICI Prudential Capital Protection Oriented Fund - Series VI - 1100 Days Plan D,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Capital Protection Oriented Fund - Series VI - 1100 Days Plan D Direct Plan Dividend Option,5000,13.0413
130336,ICICI Prudential Capital Protection Oriented Fund - Series VI - 1100 Days Plan D,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Capital Protection Oriented Fund - Series VI -1100 Days Plan D Cumulative Option,5000,12.5263
130402,ICICI Prudential Fixed Maturity Plan - Series - 74 - 367 Days Plan Z,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 74 - 367 Days Plan Z Direct Plan Cumulative Option,5000,12.8213
130403,ICICI Prudential Fixed Maturity Plan - Series - 74 - 367 Days Plan Z,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series -74 - 367 Days Plan Z Direct Plan Dividend Option,5000,12.7623
130404,ICICI Prudential Fixed Maturity Plan - Series - 74 - 367 Days Plan Z,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series - 74 -367 days Plan Z Cumulative Option,5000,12.8014
130405,ICICI Prudential Fixed Maturity Plan - Series - 74 - 367 Days Plan Z,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series -74 - 367 Days Plan Z Dividend Option,5000,12.7426
130413,Reliance Fixed Horizon Fund XXVI- Series 33,Nippon Life India Asset Management Limited,Close Ended,Income,Reliance Fixed Horizon Fund XXVI- Series 33- Growth Option,Rs 5000 and in multiples of Re. 1 thereafter,12.7283
130414,Reliance Fixed Horizon Fund XXVI- Series 33,Nippon Life India Asset Management Limited,Close Ended,Income,Reliance Fixed Horizon Fund XXVI Series- 33- Dividend Payout Option,Rs 5000 and in multiples of Re. 1 thereafter,10.0
130415,Reliance Fixed Horizon Fund XXVI- Series 33,Nippon Life India Asset Management Limited,Close Ended,Income,Reliance Fixed Horizon Fund XXVI- Series 33- Direct Plan- Growth Option,Rs 5000 and in multiples of Re. 1 thereafter,12.7717
130416,Reliance Fixed Horizon Fund XXVI- Series 33,Nippon Life India Asset Management Limited,Close Ended,Income,Reliance Fixed Horizon Fund XXVI- Series 33- Direct Plan- Dividend Payout Option,Rs 5000 and in multiples of Re. 1 thereafter,10.0
130438,ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days - Plan B,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days Plan B Direct Plan Cumulative Option,5000,15.1065
130439,ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days - Plan B,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days Plan B Direct Plan Dividend Option,5000,15.1065
130440,ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days - Plan B,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days Plan B Cumulative Option,5000,14.3276
130441,ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days - Plan B,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days Plan B Dividend Option,5000,14.3276
130490,DSP Income Plus Arbitrage Omni FoF,DSP Asset Managers Private Limited,Open Ended,Other Scheme - FoF Domestic,DSP Income Plus Arbitrage Omni FoF - Regular Plan - IDCW,Rs. 100/  and in multiples of Re. 1/- thereafter,16.5371
130491,DSP Income Plus Arbitrage Omni FoF,DSP Asset Managers Private Limited,Open Ended,Other Scheme - FoF Domestic,DSP Income Plus Arbitrage Omni FoF - Direct Plan - IDCW,Rs. 100/  and in multiples of Re. 1/- thereafter,18.45
130492,DSP Income Plus Arbitrage Omni FoF,DSP Asset Managers Private Limited,Open Ended,Other Scheme - FoF Domestic,DSP Income Plus Arbitrage Omni FoF - Regular Plan - Growth,Rs. 100/  and in multiples of Re. 1/- thereafter,22.3845
130493,DSP Income Plus Arbitrage Omni FoF,DSP Asset Managers Private Limited,Open Ended,Other Scheme - FoF Domestic,DSP Income Plus Arbitrage Omni FoF - Direct Plan - Growth,Rs. 100/  and in multiples of Re. 1/- thereafter,23.7898
130496,HDFC Large and Mid Cap Fund,HDFC Asset Management Company Limited,Open Ended,Equity Scheme - Large & Mid Cap Fund,HDFC Large and Mid Cap Fund - Growth Option,5000,340.988
130497,HDFC Large and Mid Cap Fund,HDFC Asset Management Company Limited,Open Ended,Equity Scheme - Large & Mid Cap Fund,HDFC Large and Mid Cap Fund - IDCW Option,5000,35.046
130498,HDFC Large and Mid Cap Fund,HDFC Asset Management Company Limited,Open Ended,Equity Scheme - Large & Mid Cap Fund,HDFC Large and Mid Cap Fund - Growth Option - Direct Plan,5000,361.37
130499,HDFC Large and Mid Cap Fund,HDFC Asset Management Company Limited,Open Ended,Equity Scheme - Large & Mid Cap Fund,HDFC Large and Mid Cap Fund - IDCW Option - Direct Plan,5000,46.923
130501,HDFC Small Cap Fund,HDFC Asset Management Company Limited,Open Ended,Equity Scheme - Small Cap Fund,HDFC Small Cap Fund - IDCW Option,5000,39.807
130502,HDFC Small Cap Fund,HDFC Asset Management Company Limited,Open Ended,Equity Scheme - Small Cap Fund,HDFC Small Cap Fund - Growth Option,5000,137.174
130503,HDFC Small Cap Fund,HDFC Asset Management Company Limited,Open Ended,Equity Scheme - Small Cap Fund,HDFC Small Cap Fund - Growth Option - Direct Plan,5000,157.291
130504,HDFC Small Cap Fund,HDFC Asset Management Company Limited,Open Ended,Equity Scheme - Small Cap Fund,HDFC Small Cap Fund - IDCW Option - Direct Plan,5000,63.677
130533,HDFC Income Plus Arbitrage Active FOF,HDFC Asset Management Company Limited,Open Ended,Other Scheme - FoF Domestic,HDFC Income Plus Arbitrage Active FOF - Growth Option,100,41.1447
130540,HDFC Income Plus Arbitrage Active FOF,HDFC Asset Management Company Limited,Open Ended,Other Scheme - FoF Domestic,HDFC Income Plus Arbitrage Active FOF - IDCW Option,100,36.0543
130543,HDFC Income Plus Arbitrage Active FOF,HDFC Asset Management Company Limited,Open Ended,Other Scheme - FoF Domestic,HDFC Income Plus Arbitrage Active FOF - Growth Option - Direct Plan,100,45.5088
130547,HDFC Income Plus Arbitrage Active FOF,HDFC Asset Management Company Limited,Open Ended,Other Scheme - FoF Domestic,HDFC Income Plus Arbitrage Active FOF - IDCW Option - Direct Plan,100,39.9751
130565,IL&FS Infrastructure Debt Fund Series 1A,IL&FS Infra Asset Management Limited,Close Ended,Income,IL&FS Infrastructure Debt Fund Series 1A - Dividend payout option,500000000,1680494.0463
130566,IL&FS Infrastructure Fund Series 1B,IL&FS Infra Asset Management Limited,Close Ended,Income,IL&FS Infrastructure Debt Fund Series 1B - Dividend Payout,500000000,1456756.8966
130567,IL&FS Infrastructure Debt Fund Series 1C,IL&FS Infra Asset Management Limited,Close Ended,Income,IL&FS Infrastructure Debt Fund Series 1C- Dividend Payout Option,500000000,2185944.3903
130593,ICICI Prudential Growth Fund - Series 2,ICICI Prudential Asset Management Company Limited,Close Ended,Growth,ICICI Prudential Growth Fund - Series 2 Direct Dividend,5000,16.02
130594,ICICI Prudential Growth Fund - Series 2,ICICI Prudential Asset Management Company Limited,Close Ended,Growth,ICICI Prudential Growth Fund - Series 2 Dividend,5000,14.68
130603,JM Arbitrage Fund,JM Financial Asset Management Limited,Open Ended,Hybrid Scheme - Arbitrage Fund,JM Arbitrage Fund (Regular) - Bonus Option - Principal Units,Rs.5000/- & in multiples of any amount thereafter,18.7754
130604,JM Arbitrage Fund,JM Financial Asset Management Limited,Open Ended,Hybrid Scheme - Arbitrage Fund,JM Arbitrage Fund (Direct) - Bonus Option - Principal Units,Rs.5000/- & in multiples of any amount thereafter,19.851
130629,Reliance Dual Advantage Fixed Tenure Fund VI- Plan A,Nippon Life India Asset Management Limited,Close Ended,Income,Reliance Dual Advantage Fixed Tenure Fund VI- Plan A- Direct Plan- Growth Option,Rs. 5000/- per option and in multiples of Re. 1 t,12.3187
130630,Reliance Dual Advantage Fixed Tenure Fund VI- Plan A,Nippon Life India Asset Management Limited,Close Ended,Income,Reliance Dual Advantage Fixed Tenure Fund- VI- Plan A- Direct Plan- Dividend Payout Option,Rs. 5000/- per option and in multiples of Re. 1 t,10.0
